T1,Q1,AT1,I1,V1
298.15,3.05700000000002,0,0,-3.64825636493734
298.182754821399,3.07368858150267,0,27,-3.88485954671271
298.21535265886,3.09029717968914,0,27,-3.88565949194136
298.247798616109,3.10682839490758,0,27,-3.88645098884506
298.28009763076,3.12328474287219,0,27,-3.88723411905879
298.312254478104,3.13966865659398,0,27,-3.88800896355836
298.344273774842,3.15598248828201,0,27,-3.88877560266227
298.376159982754,3.17222851121335,0,27,-3.88953411603355
298.407917412313,3.1884089215734,0,27,-3.89028458268196
298.439550226232,3.20452584026538,0,27,-3.89102708096628
298.471062442964,3.22058131468995,0,27,-3.89176168859682
298.502457940127,3.23657732049486,0,27,-3.89248848263801
298.533740457889,3.25251576329444,0,27,-3.89320753951125
298.564913602276,3.26839848035985,0,27,-3.89391893499781
298.595980848438,3.28422724227931,0,27,-3.89462274424193
298.626945543846,3.30000375458945,0,27,-3.89531904175397
298.657810911437,3.31572965937738,0,27,-3.89600790141376
298.688580052707,3.33140653685399,0,27,-3.896689396474
298.719255950733,3.34703590689864,0,27,-3.89736359956375
298.749841473161,3.3626192305756,0,27,-3.8980305826921
298.780339375117,3.3781579116222,0,27,-3.89869041725184
298.81075230208,3.39365329790962,0,27,-3.89934317402321
298.84108279269,3.40910668287572,0,27,-3.89998892317783
298.871333281514,3.42451930693113,0,27,-3.90062773428253
298.901506101743,3.43989235883808,0,27,-3.90125967630344
298.931603487856,3.45522697706286,0,27,-3.90188481760991
298.961627578218,3.47052425110218,0,27,-3.90250322597873
298.991580417631,3.48578522278316,0,27,-3.90311496859818
299.021463959839,3.50101088753817,0,27,-3.90372011207224
299.051280069979,3.51620219565413,0,27,-3.90431872242482
299.081030526982,3.53136005349711,0,27,-3.904910865104
299.110717025931,3.54648532471199,0,27,-3.90549660498632
299.140341180369,3.56157883139824,0,27,-3.90607600638106
299.169904524557,3.57664135526156,0,27,-3.90664913303459
299.199408515686,3.59167363874198,0,27,-3.90721604813471
299.228854536053,3.60667638611881,0,27,-3.90777681431497
299.258243895177,3.62165026459269,0,27,-3.90833149365908
