T1,Q1,AT1,I1,V1
298.15,3.05700000000002,0,0,-3.64825636493734
298.689931658966,3.33209518024319,0,81,-4.35926756241214
298.674797337505,3.32438424345875,0,14.4163166031473,-3.77732714943868
299.06830298071,3.5248753686717,0,70.0176822763715,-4.26637319939082
299.08478101186,3.53327092554278,0,24.3398057867708,-3.86717649323969
299.390912485598,3.68924491141195,0,62.5957444079759,-4.20438829170212
299.439112451628,3.71380279410462,0,31.2027996293352,-3.93023637371603
299.691244492704,3.84226406903278,0,57.5741085109232,-4.16329711394077
299.766042781395,3.8803737971206,0,35.9656707512893,-3.97487834224121
299.983780316266,3.99131107113743,0,54.1745767818371,-4.13634059257676
300.079149264297,4.0399015501591,0,39.2795683258704,-4.00678888530013
300.274399198094,4.13938139142905,0,51.8713331277654,-4.11893494516058
300.384957716275,4.1957109564419,0,41.5888382887198,-4.02985134475561
300.565150068723,4.28751896001435,0,50.3078488776111,-4.10796433288134
300.686566552783,4.34938065864284,0,43.1980366174814,-4.04672807296182
300.856433198201,4.43592771448348,0,49.2420192806203,-4.10130877269182
300.985390719049,4.50163157135549,0,44.316668578002,-4.05925060831923
301.147987424608,4.58447459283781,0,48.5093972883426,-4.09752582087672
301.282011897447,4.65276006174946,0,45.0893699494019,-4.06868332183147
301.439327919247,4.73291257485658,0,47.9983616451595,-4.09563478430033
301.576599142183,4.80285226294203,0,45.6163821799585,-4.07590240042251
301.729933007674,4.88097586741006,0,47.6332727247375,-4.09496999050552
301.869120389011,4.95189183820131,0,45.9674897122113,-4.08151771994918
302.019317960581,5.02841750091602,0,47.3630168627902,-4.09508082281753
302.15945058489,5.09981507300139,0,46.1915293764637,-4.08595601649494
302.307059121999,5.17502162265842,0,47.1532017805473,-4.09566352036582
302.447427760392,5.24653944391969,0,46.32289122851,-4.08951775464214
302.592797188971,5.32060516778068,0,46.980832597219,-4.09651459701872
302.732882318203,5.39197854112425,0,46.3859708131404,-4.0924160817847
302.876232509063,5.46501546336737,0,46.8306763663549,-4.09749899586746
303.01565220959,5.53604980078592,0,46.3982241402317,-4.09480356079864
303.157117961388,5.60812660132697,0,46.6927776884393,-4.09852830025539
303.295590493769,5.6786783565754,0,46.372268134778,-4.0967905513907
303.435251691745,5.74983573694411,0,46.560760018693,-4.09954581605931
303.572568696396,5.8197987508137,0,46.3173280379246,-4.09845787597362
303.710470520881,5.89005973038911,0,46.4306638859007,-4.100516354009
303.84647781679,5.95935544765456,0,46.2402373226268,-4.09986556785079
303.982644232171,6.02873223629123,0,46.300152398358,-4.10141923027605
304.117228016061,6.09730267418311,0,46.1461304773238,-4.1010589296302
304.2516707067,6.16580122506346,0,46.1679682391486,-4.10224347288626
304.384747579085,6.23360389154371,0,46.0389246172403,-4.10207274174449
304.517471797099,6.30122688062181,0,46.0335630025544,-4.10298454136983
304.648981499606,6.36823107404922,0,45.921655622576,-4.10293419636094
304.779989820559,6.43497981357493,0,45.8968447097669,-4.10364208531872
304.909889897927,6.50116390299402,0,45.7967138503787,-4.10366495130771
305.039184564091,6.56703953540443,0,45.7580063982927,-4.1042184166234
305.167446397833,6.63238893969594,0,45.6660103536465,-4.10428257512887
305.295030713647,6.69739314860334,0,45.6174103368654,-4.10471747214557
305.42163653889,6.76189881656438,0,45.5310948839073,-4.10480156981947
305.547515636387,6.82603421673932,0,45.4755103950616,-4.1051441134253
305.67245626877,6.88969146893845,0,45.3932403362839,-4.10523409981983
305.796637460067,6.95296178590434,0,45.3328005625777,-4.10550365790846
305.91991054024,7.01576942025247,0,45.2535037555161,-4.10559051604701
306.042403405065,7.07817953488058,0,45.1897813625769,-4.10580156905539
306.16401202466,7.14013912656429,0,45.112770901269,-4.10587973637642
306.284828333335,7.20169503583432,0,45.0469384786118,-4.10604325528743
306.404779945641,7.26281038230391,0,44.9717892237466,-4.10610952514388
306.523933485236,7.32351911072786,0,44.9047296852278,-4.10623394327696
306.642239031303,7.38379578644913,0,44.8311926204803,-4.10628670124347
306.759745380169,7.4436652711959,0,44.7635773910601,-4.10637860179771
306.876418580361,7.50311026669394,0,44.6915203232009,-4.10641729542061
306.992294860807,7.56214923158126,0,44.6238649429341,-4.10648189973947
307.107351635338,7.62077065820486,0,44.553231556842,-4.10650667114885
307.22161626366,7.6789884863347,0,44.4859354185091,-4.10654818699011
307.335074255231,7.73679533304008,0,44.416717122895,-4.10655961917415
307.447746701033,7.79420194417628,0,44.3500920345894,-4.10658149041076
307.559624879456,7.85120387608299,0,44.2823087191875,-4.10658043282055
307.670725441365,7.90780961237553,0,44.2165995741009,-4.10658551956515
307.78104377491,7.9640168033167,0,44.1502865714348,-4.10657296907067
307.89059337645,8.01983232530111,0,44.085686425232,-4.1065636785486
307.999372558132,8.07525531836805,0,44.0208857867324,-4.1065406989832
308.10739256537,8.13029151205606,0,43.957546957786,-4.106519081427
308.214653784953,8.18494110343349,0,43.8943017235736,-4.1064867499946
308.321165846097,8.23920899858663,0,43.8323440525444,-4.10645456960229
308.426930600444,8.29309614092645,0,43.7706945918289,-4.10641394194045
308.531956506668,8.34660684014736,0,43.7102116619905,-4.10637272997709
