,Window_Index,Loading_Temperature_Prop,Loading_force_Prop,Loading_Voltage_Prop
0,1,0.5180699624739369,0.4238668412103646,0.058063196315698624
1,2,0.4682288627153279,0.4997236732674129,0.032047464017259705
2,3,0.4741727895156827,0.481981737712447,0.04384547277186987
3,4,0.389901654904717,0.4304214663974031,0.17967687869788038
4,5,0.07310099050576552,0.4529221760722917,0.473976833421943
5,6,0.05694847171158594,0.4658681430198678,0.4771833852685454
6,7,0.525484577926452,0.41500363650821853,0.05951178556532956
7,8,0.4946635048916028,0.03549001161175006,0.4698464834966474
8,9,0.49591765578517627,0.503541881692274,0.0005404625225495098
9,10,0.4954633491576417,0.5019434278886661,0.0025932229536925282
10,11,0.49963542361921004,0.5002826288473001,8.194753348991797e-05
11,12,0.5001339690622917,0.49869199267240344,0.001174038265304376
12,13,0.49544058974042654,0.49352507809945745,0.011034332160116444
13,14,0.5001563251974322,0.499840032226975,3.6425755929951176e-06
14,15,0.48105153771541004,0.4717665305283508,0.04718193175623939
15,16,0.5005751497190191,0.4981568980891616,0.0012679521918196538
16,17,0.500052414086607,0.49983301684912446,0.00011456906426838462
17,18,0.49651062300260085,0.4977267848503114,0.005762592147088536
18,19,0.47918902515151823,0.49000757097308684,0.0308034038753949
19,20,0.46498266012036227,0.4814467364571503,0.053570603422487775
20,21,0.48831370900514437,0.47658353304711376,0.03510275794774197
21,22,0.4986152831003482,0.49023595185422697,0.011148765045424188
22,23,0.3952437405977405,0.3128275275044645,0.2919287318977954
23,24,0.4875544705941385,0.36185862663379276,0.15058690277206796
24,25,0.4811746643098837,0.4456271849094905,0.07319815078062634
25,26,0.4826187440570768,0.4559681704515988,0.06141308549132408
26,27,0.5001009713685859,0.49950970546349466,0.0003893231679192825
27,28,0.4721381702843307,0.4677575607983844,0.06010426891728422
28,29,0.5013397710410868,0.4972442899311628,0.0014159390277502292
29,30,0.42072514063301353,0.4519444007671307,0.1273304585998561
30,31,0.44641979478180277,0.48762056938862736,0.06595963582956982
31,32,0.4978453863713132,0.4849666889476698,0.01718792468101732
32,33,0.40880319758548483,0.4322661918903657,0.15893061052414903
33,34,0.4804298025355474,0.46771709930965827,0.0518530981547944
34,35,0.4949788148630626,0.49209782976337996,0.012923355373557167
35,36,0.483878796676412,0.4919007766402538,0.024220426683334028
36,37,0.3195580457621819,0.11830608763142594,0.5621358666063919
37,38,0.38663792380654244,0.3559726310908384,0.2573894451026197
38,39,0.3302044316155821,0.3328620228648258,0.33693354551959254
39,40,0.31520418318245425,0.3416836551288142,0.34311216168873226
40,41,0.28695513955531265,0.356310923600507,0.35673393684418037
41,42,0.3643714434582763,0.35416322314101817,0.28146533340070456
42,43,0.48148058664560495,0.46673526698409246,0.05178414637030233
43,44,0.343097396568992,0.346641198190552,0.31026140524045676
44,45,0.4017877596916615,0.4054858439388217,0.19272639636951755
45,46,0.34329600888191364,0.3368589500758784,0.3198450410422083
46,47,0.3959951286623004,0.35754951793004713,0.2464553534076516
47,48,0.3391056738112138,0.35527125818445293,0.305623068004333
48,49,0.33615645542090805,0.33391334028445824,0.3299302042946335
49,50,0.3678271783716799,0.3429887115801865,0.2891841100481335
50,51,0.3623044685512175,0.3951251327351985,0.24257039871358418
51,52,0.30585345800313923,0.3650398952902237,0.32910664670663786
52,53,0.1429832900723679,0.42260234267713354,0.4344143672504989
53,54,0.20255885752731126,0.39775842294424474,0.399682719528443
54,55,0.24293120733428195,0.3747093855352613,0.3823594071304566
55,56,0.3112600569706516,0.34497135149316205,0.34376859153618655
56,57,0.3274353932654307,0.3437335451993623,0.32883106153520736
57,58,0.3215045931246812,0.34309802905694897,0.33539737781837065
58,59,0.3329825617911806,0.3222379155003654,0.3447795227084541
59,60,0.3690336291993563,0.307661426397506,0.32330494440313756
60,61,0.3725848809323965,0.2952725860589377,0.33214253300866575
61,62,0.3793235126046609,0.31973349158260567,0.3009429958127332
62,63,0.3939022341561084,0.2907144995330837,0.3153832663108083
63,64,0.3822593103655907,0.271019251909839,0.34672143772457026
64,65,0.37181228757019974,0.2645369423423123,0.36365077008748753
