,Window_Index,Loading_Temperature_Prop,Loading_force_Prop,Loading_Voltage_Prop
0,1,0.28797390037606596,0.46958862249146816,0.2424374771324661
1,2,0.10537681294584962,0.4243772656952202,0.4702459213589299
2,3,0.375166515510905,0.5022467638548331,0.12258672063426157
3,4,0.42484543459575,0.466986296655439,0.10816826874881033
4,5,0.509679773861589,0.4812884155788477,0.009031810559563378
5,6,0.483834629825624,0.5023160759415868,0.013849294232788686
6,7,0.2064044239687811,0.41428720815131836,0.3793083678799003
7,8,0.46165762323410725,0.4776752782420799,0.06066709852381267
8,9,0.4703833414269535,0.3445984814949756,0.18501817707807058
9,10,0.4923436905534531,0.4958860802532145,0.011770229193333244
10,11,0.38291540567609944,0.12254312907134983,0.4945414652525503
11,12,0.48894154172040805,0.4931715121094597,0.017886946170131646
12,13,0.4095031195978485,0.44925243159822553,0.14124444880392573
13,14,0.526446874660442,0.41140926364550684,0.062143861694050596
14,15,0.5446406569030956,0.021777679071010775,0.43358166402589354
15,16,0.49741184946110006,0.49699379258994614,0.0055943579489541135
16,17,0.4993079176278911,0.4997385860690448,0.0009534963030646944
17,18,0.42006764065333574,0.47185814862777625,0.1080742107188876
18,19,0.5000100428858535,0.49998972151403687,2.3560010981163898e-07
19,20,0.4828080596412773,0.4775504364318376,0.03964150392688482
20,21,0.4940882532136821,0.4869842463378761,0.018927500448441742
21,22,0.4577405839023447,0.46984335499541824,0.07241606110223711
22,23,0.49555259307351673,0.49212878765050744,0.012318619275975804
23,24,0.3616150170470914,0.279233834876298,0.3591511480766106
24,25,0.47379588562901337,0.4827098340172721,0.043494280353715005
25,26,0.4545954456168802,0.4693915743729026,0.0760129800102169
26,27,0.3499385814463925,0.3350708463993319,0.31499057215427617
27,28,0.4577401078993665,0.45684072211063226,0.08541916999000142
28,29,0.4903583359269685,0.49905929938483395,0.01058236468819743
29,30,0.34974359998700255,0.4869559710883412,0.16330042892465574
30,31,0.4822972501563001,0.49871547406405176,0.01898727577964828
31,32,0.33033981181638683,0.38564888683687654,0.28401130134673686
32,33,0.5050649322145783,0.3933656983241371,0.101569369461285
33,34,0.4987255040287381,0.45584325828396177,0.04543123768730051
34,35,0.40485348599200505,0.43259173683563557,0.16255477717235878
35,36,0.5038231155951869,0.4958314938217377,0.0003453905830754649
36,37,0.49852792591539696,0.49981013814646097,0.001661935938142069
37,38,0.4742805936802839,0.5116976698262378,0.014021736493478137
38,39,0.48969525845181333,0.5013541534921204,0.00895058805606615
39,40,0.12980677295338838,0.5567193788220103,0.313473848224601
40,41,0.4629432362866536,0.4564342283617523,0.08062253535159383
41,42,0.15740181261507186,0.44490771585849104,0.3976904715264374
42,43,0.485435118135112,0.4925100463487819,0.022054835516106545
43,44,0.08184664382456429,0.40776303717130546,0.5103903190041306
44,45,0.49946235195408506,0.482194555949609,0.018343092096305847
45,46,0.47479539342113236,0.4656163179552894,0.05958828862357769
46,47,0.2837554933484097,0.4146487338269816,0.30159577282460825
47,48,0.5033141936240861,0.49167123618977554,0.005014570186138341
48,49,0.49556390811600404,0.48999559282135496,0.014440499062641513
49,50,0.3200815373942745,0.34545879525427625,0.33445966735144916
50,51,0.3306069948130912,0.3464353993754741,0.32295760581143446
51,52,0.35338938276895876,0.3759784293643302,0.27063218786671106
52,53,0.07949313779415478,0.450065586879623,0.4704412753262223
53,54,0.3196166748670866,0.3577980686498711,0.32258525648304254
54,55,0.3366006409235947,0.3287082407437162,0.33469111833268933
55,56,0.3410144178772761,0.2645934715201067,0.3943921106026172
56,57,0.5048264495255969,0.05669356690093132,0.4384799835734721
57,58,0.4361987824228756,0.19641535288550024,0.36738586469162454
58,59,0.4619085456550297,0.16461974242824126,0.3734717119167289
59,60,0.3651504526778326,0.30891700378189735,0.32593254354027
60,61,0.3548681479639255,0.310931907777783,0.33419994425829175
61,62,0.36068145413496244,0.32868590119234226,0.31063264467269525
62,63,0.37438677324414205,0.318499577534294,0.3071136492215642
63,64,0.4239242139977218,0.2466147068088324,0.3294610791934466
64,65,0.43108887355462877,0.2571763053671221,0.3117348210782489
65,66,0.4540338102928844,0.4188403805152605,0.1271258091918552
66,67,0.4118986975926028,0.42666529418275956,0.1614360082246376
67,68,0.36434824569114044,0.2734781501503124,0.36217360415854677
68,69,0.4922088245248519,0.4823843590358448,0.025406816439303304
69,70,0.5055587210450736,0.1935705553539886,0.3008707236009381
70,71,0.23946716900313123,0.4464912236366528,0.3140416073602161
71,72,0.3227695818126894,0.3210654258635657,0.3561649923237452
72,73,0.5129040842357236,0.04186615567924201,0.4452297600850343
73,74,0.4458445378000029,0.4859327924715304,0.06822266972846606
74,75,0.4982860609617689,0.017395884650920245,0.484318054387311
75,76,0.36669677648954646,0.23573220149422924,0.39757102201622385
76,77,0.04510640168491563,0.4600848207795664,0.494808777535519
77,78,0.326463332195524,0.3598173633174328,0.31371930448704294
78,79,0.39194709813883977,0.33385513432117775,0.27419776753998226
79,80,0.4322322027395948,0.37642448453829846,0.19134331272210653
80,81,0.2803389841104017,0.3383029472168841,0.38135806867271427
81,82,0.40379666672838954,0.30491766949331445,0.2912856637782964
82,83,0.40382220433380384,0.32761891639101315,0.26855887927518335
83,84,0.4462004919763101,0.3388991785094262,0.21490032951426366
84,85,0.4320291932030159,0.14941325587720528,0.4185575509197792
85,86,0.19547944230868303,0.5271281816146192,0.2773923760766978
86,87,0.3735892180344956,0.18966329251688882,0.4367474894486158
87,88,0.37417466535597105,0.16653368565901688,0.4592916489850114
88,89,0.3860987627782213,0.29772256294965826,0.3161786742721204
89,90,0.44292280207661866,0.24512304413884875,0.3119541537845329
90,91,0.028824988475362117,0.49307857308039993,0.47809643844423794
91,92,0.3382829782246712,0.32454573675677423,0.3371712850185545
92,93,0.3477922404020645,0.3478206154633635,0.3043871441345718
93,94,0.5001150331470594,0.4993725539918797,0.0005124128610604332
94,95,0.49586416958191476,0.009740690191586986,0.4943951402264989
95,96,0.5002578959107864,0.0005671411415751456,0.4991749629476388
96,97,0.17828170152116257,0.5424074599666249,0.27931083851221244
97,98,0.4384015636541707,0.19138273007960638,0.37021570626622274
98,99,0.49814949291253774,0.1701429869465225,0.3317075201409397
99,100,0.4595174240039438,0.14411841089104097,0.3963641651050148
100,101,0.4091768527528483,0.2931057260032655,0.29771742124388667
101,102,0.11904630845167374,0.2923866391026404,0.5885670524456861
102,103,0.49356995790900243,0.1001852655377738,0.40624477655322355
103,104,0.40609085445822,0.34858858622317895,0.24532055931860064
104,105,0.4997787062139167,0.4795425043203939,0.020678789465689597
105,106,0.13758609388818527,0.6136760683295037,0.2487378377823112
106,107,0.33077988797188446,0.34048851817734094,0.32873159385077466
107,108,0.3553757566303495,0.31266822370174746,0.33195601966790317
108,109,0.4129523004528688,0.1973212314432241,0.3897264681039069
109,110,0.4477067927173349,0.12976560917499078,0.42252759810767376
110,111,0.3318491108182219,0.38242338266603115,0.2857275065157472
111,112,0.3926082811439748,0.23713152881987115,0.37026019003615346
112,113,0.41592840760961325,0.3774335208938981,0.20663807149648822
113,114,0.44814589530009985,0.47998707336761587,0.07186703133228398
114,115,0.5024637038016189,0.4554579642159775,0.04207833198240378
115,116,0.500551542888352,0.4993166681754007,0.0001317889362473131
116,117,0.3731675989500606,0.3263926283249065,0.30043977272503286
117,118,0.42967581489648715,0.17334978718026994,0.39697439792324285
118,119,0.4956927147357368,0.003574760790447995,0.5007325244738153
119,120,0.4812208569194896,0.0939951468134162,0.4247839962670938
120,121,0.5034600142413416,0.010749254947257219,0.48579073081140145
121,122,0.3446315887835205,0.15708293254133263,0.4982854786751463
122,123,0.3341804791943922,0.30327999758200624,0.3625395232236015
123,124,0.4965012742700045,0.502945510540952,0.0005532151890438998
124,125,0.3971098960768219,0.30044845468743236,0.3024416492357458
125,126,0.4597503929178969,0.240376842939004,0.29987276414309927
126,127,0.34327140872885303,0.2923749639048919,0.364353627366255
127,128,0.4783739999635817,0.04839601621588911,0.47322998382052917
128,129,0.4953257741853333,0.00402321467210261,0.5006510111425644
129,130,0.4960998817838207,0.0032642087584443254,0.5006359094577348
130,131,0.03352126384170968,0.43497827512982307,0.531500461028467
131,132,0.37086945275190775,0.19234682369613498,0.4367837235519566
132,133,0.34425748507457515,0.22645596514553407,0.42928654977989195
133,134,0.307308173204613,0.28384582300366795,0.4088460037917195
134,135,0.03971293602198169,0.4693396937216094,0.49094737025640883
135,136,0.056151606880473,0.34863321918467244,0.5952151739348551
136,137,0.3238786716200355,0.1261616499846269,0.5499596783953373
137,138,0.49926980239439434,0.005558830229258587,0.4951713673763467
138,139,0.29047684858445755,0.17304142197100175,0.5364817294445412
139,140,0.08205664872834847,0.41556453864185505,0.5023788126297964
140,141,0.03279446066732966,0.46834481874317724,0.49886072058949327
141,142,0.4379295684931485,0.1505522313099686,0.41151820019688284
142,143,0.46804957243806644,0.049008768733196845,0.4829416588287367
143,144,0.33197341143105974,0.21869786196286248,0.44932872660607787
144,145,0.36106167254529165,0.23501328486831594,0.40392504258639217
145,146,0.4724787693571501,0.21610950328551434,0.3114117273573352
146,147,0.41217356738057914,0.12270244215651896,0.4651239904629023
147,148,0.4777474445738703,0.011038292420974502,0.5112142630051555
148,149,0.4865547364119886,0.017224530551375634,0.4962207330366354
149,150,0.4380723075186075,0.11998983296903118,0.44193785951236053
150,151,0.4901831406573002,0.0342792390433177,0.47553762029938185
151,152,0.4770855975116347,0.045689213846688594,0.4772251886416763
152,153,0.43028486676091704,0.12271799083110432,0.44699714240797833
153,154,0.30790854658727956,0.26435066512412053,0.4277407882886
154,155,0.3173373713843146,0.2602553528305877,0.422407275785098
155,156,0.34317785258620576,0.24799987540426655,0.40882227200952775
156,157,0.4401232728371423,0.1071093188426697,0.4527674083201883
157,158,0.3766059378517688,0.2030272361550103,0.42036682599322056
158,159,0.35911681142747165,0.29707645623543044,0.34380673233709813
159,160,0.4917258492457673,0.010640204801700335,0.4976339459525322
160,161,0.46153739440957464,0.0519689243905874,0.4864936811998372
161,162,0.40982230810218145,0.1528753219246409,0.43730236997317723
162,163,0.44000286510706593,0.11330954753618352,0.44668758735675024
163,164,0.13404607340157643,0.5527282118509742,0.31322571474744904
164,165,0.1326231926653411,0.4762272000570726,0.3911496072775863
165,166,0.39950977163850515,0.4440452442838129,0.15644498407768165
166,167,0.3086121705851738,0.3106303172354687,0.38075751217935744
167,168,0.3530468911903365,0.29387910145073987,0.3530740073589239
168,169,0.4682426578707463,0.09957461605172177,0.4321827260775323
169,170,0.45116832496128056,0.13040980264614455,0.4184218723925745
170,171,0.40261631050758034,0.19439488994364976,0.4029887995487695
171,172,0.05378090136420285,0.5402468486671573,0.40597224996863984
172,173,0.3734493227759528,0.24969255461190654,0.3768581226121402
173,174,0.4315968508892627,0.12663045436946538,0.44177269474127184
174,175,0.3794979041394526,0.21302500195643187,0.4074770939041164
175,176,0.48605744876162527,0.05054505029981702,0.4633975009385586
176,177,0.42240621597575356,0.16070104404856,0.416892739975687
177,178,0.1384551671349419,0.44979437080778384,0.4117504620572742
178,179,0.31947232533787423,0.31938226476131226,0.36114540990081323
179,180,0.3875973472416993,0.23553133746998436,0.3768713152883165
180,181,0.5004015335718617,0.003758783645709657,0.4958396827824288
181,182,0.4973089526792485,0.004764675741039667,0.49792637157971165
182,183,0.4561514801768023,0.08456462823605475,0.45928389158714306
183,184,0.41628973166517813,0.16579772564700374,0.41791254268781786
184,185,0.49995591308700266,2.475331179083196e-06,0.5000416115818185
185,186,0.06534466647870645,0.5074169702339918,0.4272383632873019
186,187,0.38436163944569435,0.254187599270195,0.36145076128411047
187,188,0.4513557150812272,0.10767488801184008,0.44096939690693293
188,189,0.5005119386228388,0.001734556611769887,0.49775350476539104
189,190,0.49931023900123284,0.001540101219850274,0.49914965977891673
190,191,0.41615579947669196,0.16428482420757948,0.4195593763157284
191,192,0.34792400778755694,0.2733429224661891,0.3787330697462535
192,193,0.3671344201902097,0.2463117459083627,0.3865538339014286
193,194,0.4143461115553435,0.15922023847577796,0.4264336499688782
194,195,0.3980377130839391,0.17221239725376067,0.4297498896623002
195,196,0.41816355830443735,0.15324305199989666,0.4285933896956655
196,197,0.4089057621280221,0.18523185220947497,0.40586238566250255
197,198,0.42414688957979124,0.15084652290022474,0.4250065875199844
198,199,0.4914601552668215,0.019037188500615365,0.48950265623256306
199,200,0.41137732159546136,0.1886434566065171,0.39997922179802237
200,201,0.4013912763888899,0.20658497115788055,0.39202375245322935
201,202,0.46714874688771696,0.07631945158145038,0.4565318015308327
202,203,0.4263584508159696,0.15420643809859902,0.41943511108543136
203,204,0.3636127621250087,0.27491404117381596,0.36147319670117456
204,205,0.4139890253106737,0.18720720694166784,0.3988037677476585
205,206,0.4795052642631121,0.056702778884911244,0.46379195685197705
206,207,0.40929494855641724,0.1930325666479345,0.39767248479564765
207,208,0.38004108616874926,0.2514919557750563,0.3684669580561938
208,209,0.36799731119294316,0.2740924680251955,0.35791022078186113
209,210,0.41923168237589176,0.17070201042633262,0.4100663071977758
210,211,0.46008401386104697,0.07770442225190928,0.4622115638870444
211,212,0.4069512910156044,0.18297836061974349,0.4100703483646522
212,213,0.358061829900025,0.27894828653803905,0.3629898835619363
213,214,0.4022562793764224,0.20041338746279028,0.397330333160787
214,215,0.4744213244850422,0.05602233940344872,0.46955633611150965
215,216,0.4335870052061954,0.13258512997087726,0.4338278648229275
216,217,0.4208251532419741,0.1617616688975316,0.4174131778604945
217,218,0.49936043965772253,0.0021308988158859196,0.49850866152639234
218,219,0.4986047140828258,0.002548034500327413,0.4988472514168469
219,220,0.4913832133087059,0.019288687897662766,0.48932809879363165
220,221,0.48205167470852794,0.04237748092608724,0.4755708443653848
221,222,0.49890352668162924,0.0006986282188950348,0.5003978450994762
222,223,0.369184833382456,0.25918747391099073,0.371627692706553
223,224,0.36693693247814596,0.26600710300002,0.36705596452183387
224,225,0.38103630222284757,0.23561402102154233,0.38334967675561027
225,226,0.49397549730503415,0.016047557558250554,0.48997694513671564
226,227,0.4931297785399427,0.023897464394825683,0.48297275706523174
227,228,0.4237249759620258,0.16491418978035105,0.4113608342576226
228,229,0.3801684001103577,0.2412908033555619,0.37854079653408085
229,230,0.42785955655972646,0.14221172519932584,0.42992871824094725
230,231,0.38446583586467636,0.2181814509390584,0.39735271319626564
231,232,0.40015635280402445,0.1836778091165771,0.4161658380793986
232,233,0.4323903004098767,0.12718466604041356,0.4404250335497101
233,234,0.4895311686641141,0.01544090986365,0.4950279214722358
234,235,0.4722973725560604,0.045215061716109436,0.48248756572782986
235,236,0.4940316530714088,0.0020420422630655307,0.5039263046655261
236,237,0.32837650890661635,0.24584147245951696,0.4257820186338666
237,238,0.3244542960243497,0.2687595551213783,0.4067861488542716
238,239,0.4217980128110846,0.16187654877632834,0.41632543841258657
239,240,0.4879738866197789,0.04447356827589325,0.46755254510432753
240,241,0.49710795863026913,0.01467525141200774,0.48821678995772305
241,242,0.41955576553432394,0.13223923701752133,0.44820499744815495
242,243,0.3982840088206889,0.1921322902666593,0.4095837009126517
243,244,0.3752370824952706,0.23274678437458132,0.39201613313014777
244,245,0.4924870273172085,0.015532907106492251,0.4919800655762987
245,246,0.38646596033211894,0.2254974078120364,0.38803663185584425
246,247,0.4523487936717,0.08452926332330232,0.4631219430049978
247,248,0.4308118320882403,0.14435520436445173,0.42483296354730793
248,249,0.40298271366243843,0.19880329536747493,0.39821399097008753
249,250,0.4660181022883906,0.09813376666714857,0.4358481310444605
250,251,0.36545176005392926,0.23727486640221562,0.39727337354385556
251,252,0.34899858560746605,0.2973888407741304,0.3536125736184035
252,253,0.4422874012719716,0.13520843523903261,0.4225041634889955
