,dataset,30_75
0,1500mAh1-100S0C,0.5550724637681159
1,1500mAh1-20S0C,0.4181159420289855
2,1500mAh1-40S0C,0.31594202898550733
3,1500mAh1-60S0C,0.4804347826086956
4,1500mAh1-80S0C,0.43840579710144917
5,1500mAh2-100S0C,0.5318840579710143
6,1500mAh2-20S0C,0.43840579710144933
7,1500mAh2-40S0C,0.5166666666666666
8,1500mAh2-60S0C,0.47536231884057967
9,1500mAh2-80S0C,0.4369565217391304
10,1500mAh3-100S0C,0.55
11,1500mAh3-20S0C,0.548550724637681
12,1500mAh3-40S0C,0.5130434782608695
13,1500mAh3-60S0C,0.4804347826086957
14,1500mAh3-80S0C,0.5934782608695652
15,2000mAh1-100S0C,0.42246376811594194
16,2000mAh1-20S0C,0.48695652173913045
17,2000mAh1-40S0C,0.46014492753623176
18,2000mAh1-60S0C,0.5144927536231884
19,2000mAh1-80S0C,0.455072463768116
20,2000mAh2-100S0C,0.5173913043478261
21,2000mAh2-20S0C,0.4753623188405797
22,2000mAh2-40S0C,0.5253623188405797
23,2000mAh2-60S0C,0.36014492753623195
24,2000mAh2-80S0C,0.5804347826086956
25,500mAh1-100S0C,0.5753623188405796
26,500mAh1-20S0C,0.21956521739130438
27,500mAh1-40S0C,0.44202898550724634
28,500mAh1-60S0C,0.45434782608695656
29,500mAh1-80S0C,0.43623188405797103
30,500mAh2-100S0C,0.47826086956521735
31,500mAh2-20S0C,0.5463768115942028
32,500mAh2-40S0C,0.5202898550724637
33,500mAh2-60S0C,0.18333333333333338
34,500mAh2-80S0C,0.2869565217391304
35,500mAh3-100S0C,0.4420289855072463
36,500mAh3-20S0C,0.5260869565217391
37,500mAh3-40S0C,0.5992753623188405
38,500mAh3-60S0C,0.4594202898550725
39,500mAh3-80S0C,0.5427536231884058
