,dataset,30_100
0,Sorteria-100SOC-cell1,0.33708920187793423
1,Sorteria-100SOC-cell2,0.28497652582159627
2,Sorteria-Control-100SOC-cell1,0.2549295774647887
3,Sorteria-Control-100SOC-cell2,0.19859154929577463
4,LCO-LP-6400mAh-100SOC-cell1,0.33239436619718304
5,LCO-LP-6400mAh-100SOC-cell2,0.12206572769953052
6,LCO-LP-6400mAh-80SOC-Cell3,0.4295774647887324
7,LCO-LP6400mAh-80SOC-cell4,0.4807511737089201
8,Soetria-80SOC-cell3,0.2023474178403756
9,Sorteria-Control-60SOC-cell1,0.5215962441314553
10,Soetria-Control-45SOC-cell1,0.29906103286384983
11,Sorteria-control-40SOC-cell2,0.26666666666666666
12,Sorteria-control-20SOC-cell1,0.3605633802816902
13,Soteria-control-30SOC-cell2,0.34366197183098596
14,Soteria-control-30SOC-cell1,0.43568075117370897
15,Soteria-control-10SOC-cell1,0.34741784037558693
16,Soteria-Control-0SOC-cell1,0.3727699530516431
17,Soteria-SCC-90SOC-cell1,0.255868544600939
18,Soteria-SCC-80SOC-cell1,0.4000000000000002
19,Soteria-SCC-60SOC-cell1,0.23286384976525823
20,Soteria-SCC-20SOC-5180mAh,0.29483568075117367
21,OE-LCO-6470mAh-60SOC,0.4112676056338028
22,OE-LCO-6490mAh-60SOC,0.439906103286385
23,OE-LCO-6270mAh-40SOC,0.4892018779342723
24,OE-LCO-6500mAh-20SOC,0.4328638497652582
25,OE-LCO-6560mAh-0SOC,0.45868544600938965
26,OE-LCO-6550mAh-20SOC,0.3474178403755869
27,OE-LCO-6500mAh-40SOC,0.42206572769953055
28,OE-LCO-6340mAh-0SOC,0.41079812206572763
29,OE-LCO-6400mAh-20SOC,0.42253521126760557
30,Soteria-SCC-5070-70SOC,0.3225352112676057
31,OE-LFP10Ah-0SOC-cell9,0.5046948356807511
32,OE-LFP10Ah-0SOC-cell10,0.36854460093896707
33,OE-LFP10Ah-40SOC-cell7,0.4793427230046949
34,OE-LFP10Ah-40SOC-cell8,0.5075117370892018
35,OE-LFP10Ah-70SOC-cell5,0.4028169014084508
36,OE-LFP10Ah-70SOC-cell6,0.46150234741784046
