,dataset,40_60
0,Sorteria-100SOC-cell1,0.6571428571428568
1,Sorteria-100SOC-cell2,0.38412698412698404
2,Soteria-SCC-90SOC-cell1,0.23650793650793647
3,Soteria-SCC-80SOC-cell1,0.5968253968253967
4,Soteria-SCC-60SOC-cell1,0.48730158730158724
5,Soteria-SCC-20SOC-5180mAh,0.4158730158730158
6,OE-LCO-6340mAh-0SOC,0.5539682539682539
7,Soteria-SCC-5070-70SOC,0.5444444444444443
8,Soteria-SCC-4160mAh-100SOC-8mm,0.5857142857142855
9,Soteria-SCC-4720mAh-40SOC,0.622222222222222
10,Soteria-SCC-4700mAh-100SOC-12mm,0.522222222222222
11,Soteria-SCC-5050mAhr-100SOC,0.6428571428571426
12,Soteria-SCC-4870mah-0SOC,0.9444444444444444
13,Soteria-SCC-4630mAh-10SOC,0.5126984126984128
14,Soteria-SCC-5080mAh-20SOC,0.6476190476190474
15,Soteria-SCC-5170mAh-60SOC,0.47619047619047616
16,OE-LFP10Ah-0SOC-cell9,0.6825396825396823
17,OE-LFP10Ah-0SOC-cell10,0.6809523809523808
18,OE-LFP10Ah-40SOC-cell7,0.6650793650793648
19,OE-LFP10Ah-70SOC-cell5,0.4952380952380952
20,OE-LFP10Ah-70SOC-cell6,0.6523809523809523
21,OE-LFP10Ah-100SOC-cell2,0.6174603174603174
22,OE-LFP10Ah-80SOC-Cell15,0.7031746031746029
23,OE-LFP-cell14-60SOC-10Ah,0.46031746031746024
24,OE-LFP10Ah-60SOC,0.6968253968253966
25,500mAh1-20S0C,0.37936507936507924
26,500mAh1-40S0C,0.41428571428571426
27,500mAh1-60S0C,0.6253968253968252
28,500mAh1-80S0C,0.5984126984126983
29,500mAh1-100S0C,0.6476190476190474
30,500mAh2-20S0C,0.6682539682539681
31,500mAh2-40S0C,0.5873015873015872
32,500mAh2-60S0C,0.4174603174603174
33,500mAh2-80S0C,0.5015873015873015
34,500mAh2-100S0C,0.546031746031746
35,500mAh3-20S0C,0.688888888888889
36,500mAh3-40S0C,0.6492063492063489
37,500mAh3-60S0C,0.603174603174603
38,500mAh3-80S0C,0.6269841269841268
39,500mAh3-100S0C,0.5904761904761904
40,2000mAh1-20S0C,0.5365079365079365
41,2000mAh1-40S0C,0.6126984126984125
42,2000mAh2-20S0C,0.6634920634920632
43,2000mAh2-40S0C,0.5968253968253967
44,1500mAh1-20S0C,0.6380952380952378
45,1500mAh1-40S0C,0.5158730158730158
46,1500mAh1-60S0C,0.6301587301587299
47,1500mAh1-80S0C,0.5412698412698411
48,1500mAh1-100S0C,0.5952380952380951
49,1500mAh2-20S0C,0.6269841269841269
50,1500mAh2-40S0C,0.6238095238095237
51,1500mAh2-60S0C,0.8507936507936509
52,1500mAh2-80S0C,0.6317460317460315
53,1500mAh2-100S0C,0.7000000000000001
54,1500mAh3-20S0C,0.6619047619047618
55,1500mAh3-40S0C,0.5984126984126983
56,1500mAh3-60S0C,0.5142857142857143
57,1500mAh3-80S0C,0.6476190476190473
58,1500mAh3-100S0C,0.6603174603174601
59,OE-LFP10Ah-20SOC,0.6126984126984125
60,Soteria-Control-0SOC-cell1,0.5968253968253967
61,OE-LCO-6500mAh-20SOC,0.6158730158730157
62,OE-LCO-6560mAh-0SOC,0.7047619047619045
63,OE-LCO-6550mAh-20SOC,0.526984126984127
64,OE-LCO-6400mAh-20SOC,0.5079365079365078
65,OE-LFP10Ah-40SOC-cell8,0.6682539682539681
66,OE-LFP10Ah-80SOC-cell3,0.7126984126984124
67,OE-LFP10Ah-80SOC-cell4,0.595238095238095
68,OE-LFP10Ah-100SOC-cell1,0.6920634920634917
69,OE-LFP10Ah-100SOC-cell12,0.6746031746031743
70,OE-10AHr-NMC-40SOC-Cell4,0.7190476190476187
71,OE-10Ahr-NMC-0SOC-cell2,0.6031746031746029
72,LFP10Ah-60SOC-Cell17,0.6444444444444443
73,OE-LFP10Ah-80SOC-cell13,0.6761904761904766
74,2000mAh1-60S0C,0.5793650793650793
75,2000mAh1-80S0C,0.584126984126984
76,2000mAh1-100S0C,0.6095238095238094
77,2000mAh2-60S0C,0.6206349206349204
78,2000mAh2-80S0C,0.6682539682539681
79,2000mAh2-100S0C,0.6349206349206348
80,OE-NMC10Ah-20SOC,0.6412698412698411
81,OE-NMC10Ah-20SOC-cell2,0.6396825396825396
82,Soteria-Control-5030mAh-10SOC,0.7047619047619045
83,Soteria-control-10SOC-cell1,0.6333333333333331
84,OE-LCO-6490mAh-60SOC,0.6253968253968252
85,OE-LCO-6270mAh-40SOC,0.6142857142857142
86,OE-LCO-6500mAh-40SOC,0.5365079365079364
87,Soteria-Control-50SOC,0.5603174603174602
88,OE-10Ahr-NMC-40SOC-cell1,0.6142857142857141
89,OE-10Ahr-NMC-0SOC-cell1,0.5238095238095238
90,OE-NMC10Ah-45SOC,0.5619047619047618
91,OE-NMC10Ah-45SOC-cell2,0.5238095238095237
92,Soteria-Control-5120mAh-50SOC,0.6698412698412697
93,Soteria-Control-5010mAh-20SOC,0.5777777777777776
94,Sorteria-control-20SOC-cell1,0.5999999999999998
95,Soteria-control-30SOC-cell2,0.6428571428571426
96,Soteria-control-30SOC-cell1,0.5904761904761904
97,Soetria-Control-45SOC-cell1,0.40317460317460313
98,Sorteria-control-40SOC-cell2,0.5444444444444444
99,OE-LCO-6470mAh-60SOC,0.5873015873015871
100,Soteria-control-5100mAh-50SOC,0.6317460317460315
101,Soteria-Control-5100mAh-55SOC,0.6428571428571427
102,Sorteria-Control-100SOC-cell1,0.38412698412698404
103,Sorteria-Control-100SOC-cell2,0.23809523809523808
104,LCO-LP-6400mAh-100SOC-cell1,0.5682539682539681
105,LCO-LP-6400mAh-100SOC-cell2,0.2873015873015872
106,LCO-LP-6400mAh-80SOC-Cell3,0.5714285714285713
107,LCO-LP6400mAh-80SOC-cell4,0.6253968253968252
108,Soetria-80SOC-cell3,0.31111111111111106
109,Sorteria-Control-60SOC-cell1,0.7111111111111108
110,OE-10Ahr-NMC-70SOC-cell7,0.19682539682539674
111,OE-10Ahr-NMC-80SOC-cell8,0.6650793650793653
112,OE-10Ahr-NMC-80SOC-Cell9,0.1682539682539682
113,OE-10Ahr-NMC-100SOC-cell10,0.384126984126984
114,OE-10Ahr-NMC-100SOC-cell11,0.0952380952380952
115,OE-10Ahr-NMC-70SOC-cell6,0.5476190476190476
116,OE-NMC10Ah-60SOC,0.39682539682539686
117,OE-NMC10Ah-50SOC,0.5777777777777777
