,dataset,30_150
0,1500mAh1-100S0C,0.31267217630854005
1,1500mAh1-20S0C,0.2539944903581267
2,1500mAh1-40S0C,0.15261707988980724
3,1500mAh1-60S0C,0.30055096418732774
4,1500mAh1-80S0C,0.22369146005509638
5,1500mAh2-100S0C,0.32589531680440775
6,1500mAh2-20S0C,0.2484848484848485
7,1500mAh2-40S0C,0.3292011019283746
8,1500mAh2-60S0C,0.2509641873278237
9,1500mAh2-80S0C,0.19917355371900827
10,1500mAh3-100S0C,0.3198347107438017
11,1500mAh3-20S0C,0.3763085399449036
12,1500mAh3-40S0C,0.3225895316804408
13,1500mAh3-60S0C,0.24931129476584019
14,1500mAh3-80S0C,0.31404958677685946
15,2000mAh1-100S0C,0.2771349862258953
16,2000mAh1-20S0C,0.32699724517906326
17,2000mAh1-40S0C,0.30495867768595036
18,2000mAh1-60S0C,0.26804407713498624
19,2000mAh1-80S0C,0.29283746556473833
20,2000mAh2-100S0C,0.33526170798898075
21,2000mAh2-20S0C,0.30633608815426994
22,2000mAh2-40S0C,0.26887052341597795
23,2000mAh2-60S0C,0.3019283746556473
24,2000mAh2-80S0C,0.3809917355371901
25,500mAh1-100S0C,0.4008264462809917
26,500mAh1-20S0C,0.1980716253443526
27,500mAh1-40S0C,0.196969696969697
28,500mAh1-60S0C,0.3338842975206611
29,500mAh1-80S0C,0.30578512396694213
30,500mAh2-100S0C,0.28705234159779613
31,500mAh2-20S0C,0.26528925619834715
32,500mAh2-40S0C,0.2994490358126722
33,500mAh2-60S0C,0.22424242424242424
34,500mAh2-80S0C,0.2776859504132231
35,500mAh3-100S0C,0.2895316804407714
36,500mAh3-20S0C,0.3506887052341598
37,500mAh3-40S0C,0.3724517906336089
38,500mAh3-60S0C,0.262534435261708
39,500mAh3-80S0C,0.3022038567493113
