,dataset,40_150
0,Sorteria-100SOC-cell1,0.25555555555555554
1,Sorteria-100SOC-cell2,0.16366366366366367
2,Sorteria-Control-100SOC-cell1,0.14654654654654653
3,Sorteria-Control-100SOC-cell2,0.17837837837837836
4,LCO-LP-6400mAh-100SOC-cell1,0.2738738738738739
5,LCO-LP-6400mAh-100SOC-cell2,0.11171171171171171
6,LCO-LP-6400mAh-80SOC-Cell3,0.37717717717717714
7,LCO-LP6400mAh-80SOC-cell4,0.3327327327327327
8,Soetria-80SOC-cell3,0.19339339339339337
9,Sorteria-Control-60SOC-cell1,0.3444444444444445
10,Soetria-Control-45SOC-cell1,0.2792792792792793
11,Sorteria-control-40SOC-cell2,0.20510510510510513
12,Sorteria-control-20SOC-cell1,0.25225225225225223
13,Soteria-control-30SOC-cell2,0.2399399399399399
14,Soteria-control-30SOC-cell1,0.33723723723723725
15,Soteria-control-10SOC-cell1,0.3303303303303304
16,Soteria-Control-0SOC-cell1,0.3117117117117117
17,Soteria-SCC-90SOC-cell1,0.25255255255255254
18,Soteria-SCC-80SOC-cell1,0.31321321321321327
19,Soteria-SCC-60SOC-cell1,0.1699699699699699
20,Soteria-SCC-20SOC-5180mAh,0.2894894894894895
21,OE-LCO-6470mAh-60SOC,0.3183183183183183
22,OE-LCO-6490mAh-60SOC,0.315015015015015
23,OE-LCO-6270mAh-40SOC,0.37897897897897903
24,OE-LCO-6500mAh-20SOC,0.36396396396396397
25,OE-LCO-6560mAh-0SOC,0.35165165165165163
26,OE-LCO-6550mAh-20SOC,0.315015015015015
27,OE-LCO-6500mAh-40SOC,0.3423423423423424
28,OE-LCO-6340mAh-0SOC,0.32192192192192187
29,OE-LCO-6400mAh-20SOC,0.35195195195195184
30,Soteria-SCC-5070-70SOC,0.3411411411411411
31,OE-LFP10Ah-0SOC-cell9,0.3696696696696697
32,OE-LFP10Ah-0SOC-cell10,0.2792792792792793
33,OE-LFP10Ah-40SOC-cell7,0.3642642642642643
34,OE-LFP10Ah-40SOC-cell8,0.38618618618618616
35,OE-LFP10Ah-70SOC-cell5,0.3018018018018018
36,OE-LFP10Ah-70SOC-cell6,0.30480480480480476
37,OE-LFP10Ah-80SOC-cell3,0.38798798798798795
38,OE-LFP10Ah-80SOC-cell4,0.3351351351351352
39,OE-10Ahr-NMC-70SOC-cell7,0.08648648648648648
40,OE-10Ahr-NMC-80SOC-cell8,0.12582582582582583
41,OE-10Ahr-NMC-80SOC-Cell9,0.03453453453453454
42,OE-10Ahr-NMC-100SOC-cell10,0.16336336336336338
43,OE-10Ahr-NMC-100SOC-cell11,0.07657657657657656
44,OE-LFP10Ah-100SOC-cell1,0.2888888888888889
45,OE-LFP10Ah-100SOC-cell2,0.3504504504504504
46,OE-LFP10Ah-100SOC-cell12,0.37387387387387394
47,Soteria-Control-50SOC,0.31531531531531526
48,Soteria-SCC-4160mAh-100SOC-8mm,0.35645645645645646
49,OE-10Ahr-NMC-70SOC-cell6,0.14924924924924926
50,OE-10AHr-NMC-40SOC-Cell4,0.3738738738738739
51,OE-10Ahr-NMC-40SOC-cell1,0.31711711711711715
52,OE-10Ahr-NMC-0SOC-cell1,0.3156156156156157
53,OE-10Ahr-NMC-0SOC-cell2,0.2957957957957958
54,OE-LFP10Ah-80SOC-Cell15,0.3279279279279279
55,LFP10Ah-60SOC-Cell17,0.32192192192192187
56,Soteria-SCC-4720mAh-40SOC,0.3666666666666666
57,Soteria-SCC-4700mAh-100SOC-12mm,0.14114114114114112
58,OE-LFP-cell14-60SOC-10Ah,0.3162162162162162
59,OE-LFP10Ah-80SOC-cell13,0.31951951951951957
60,OE-LFP10Ah-60SOC,0.3873873873873873
61,500mAh1-20S0C,0.2396396396396396
62,500mAh1-40S0C,0.1966966966966967
63,500mAh1-60S0C,0.3600600600600601
64,500mAh1-80S0C,0.3558558558558558
65,500mAh1-100S0C,0.38798798798798795
66,500mAh2-20S0C,0.31441441441441437
67,500mAh2-40S0C,0.3651651651651652
68,500mAh2-60S0C,0.29099099099099085
69,500mAh2-80S0C,0.29489489489489473
70,500mAh2-100S0C,0.31591591591591583
