,dataset,10_125
0,Sorteria-100SOC-cell1,0.25028735632183907
1,Sorteria-100SOC-cell2,0.2158045977011494
2,Soteria-SCC-90SOC-cell1,0.23448275862068968
3,Soteria-SCC-80SOC-cell1,0.31408045977011484
4,Soteria-SCC-60SOC-cell1,0.16896551724137937
5,Soteria-SCC-20SOC-5180mAh,0.23764367816091955
6,OE-LCO-6340mAh-0SOC,0.31551724137931036
7,Soteria-SCC-5070-70SOC,0.2655172413793104
8,Soteria-SCC-4160mAh-100SOC-8mm,0.34310344827586203
9,Soteria-SCC-4720mAh-40SOC,0.3014367816091955
10,Soteria-SCC-4700mAh-100SOC-12mm,0.2919540229885057
11,Soteria-SCC-5050mAhr-100SOC,0.29022988505747127
12,Soteria-SCC-4870mah-0SOC,0.32643678160919537
13,Soteria-SCC-4630mAh-10SOC,0.26408045977011496
14,Soteria-SCC-5080mAh-20SOC,0.3448275862068966
15,Soteria-SCC-5170mAh-60SOC,0.16944444444444445
16,OE-LFP10Ah-0SOC-cell9,0.4247126436781609
17,OE-LFP10Ah-0SOC-cell10,0.2772988505747127
18,OE-LFP10Ah-40SOC-cell7,0.39252873563218393
19,OE-LFP10Ah-70SOC-cell5,0.35919540229885055
20,OE-LFP10Ah-70SOC-cell6,0.335919540229885
21,OE-LFP10Ah-100SOC-cell2,0.44856321839080476
22,OE-LFP10Ah-80SOC-Cell15,0.3640804597701149
23,OE-LFP-cell14-60SOC-10Ah,0.31465517241379304
24,OE-LFP10Ah-60SOC,0.34511494252873565
25,500mAh1-20S0C,0.2600574712643678
26,500mAh1-40S0C,0.25000000000000006
27,500mAh1-60S0C,0.3468390804597702
28,500mAh1-80S0C,0.3620689655172414
29,500mAh1-100S0C,0.4212643678160919
30,500mAh2-20S0C,0.38304597701149423
31,500mAh2-40S0C,0.4229885057471264
32,500mAh2-60S0C,0.28390804597701147
33,500mAh2-80S0C,0.28505747126436787
34,500mAh2-100S0C,0.35977011494252864
35,500mAh3-20S0C,0.46781609195402296
36,500mAh3-40S0C,0.3971264367816092
37,500mAh3-60S0C,0.33764367816091956
38,500mAh3-80S0C,0.37327586206896546
39,500mAh3-100S0C,0.335632183908046
40,2000mAh1-20S0C,0.38017241379310346
41,2000mAh1-40S0C,0.3126436781609196
42,2000mAh2-20S0C,0.3836206896551725
43,2000mAh2-40S0C,0.3439655172413794
44,1500mAh1-20S0C,0.27385057471264357
45,1500mAh1-40S0C,0.19741379310344825
46,1500mAh1-60S0C,0.3919540229885058
47,1500mAh1-80S0C,0.292816091954023
48,1500mAh1-100S0C,0.34827586206896555
49,1500mAh2-20S0C,0.2683908045977012
50,1500mAh2-40S0C,0.4011494252873563
51,1500mAh2-60S0C,0.36120689655172417
52,1500mAh2-80S0C,0.2862068965517242
53,1500mAh2-100S0C,0.37270114942528726
54,1500mAh3-20S0C,0.41379310344827586
55,1500mAh3-40S0C,0.3655172413793103
56,1500mAh3-60S0C,0.28390804597701147
57,1500mAh3-80S0C,0.36149425287356324
58,1500mAh3-100S0C,0.3879310344827586
59,OE-LFP10Ah-20SOC,0.4135057471264368
60,Soteria-Control-0SOC-cell1,0.27413793103448275
61,OE-LCO-6500mAh-20SOC,0.3399425287356322
62,OE-LCO-6560mAh-0SOC,0.33821839080459776
63,OE-LCO-6550mAh-20SOC,0.2635057471264368
64,OE-LCO-6400mAh-20SOC,0.3379310344827585
65,OE-LFP10Ah-40SOC-cell8,0.42643678160919535
66,OE-LFP10Ah-80SOC-cell3,0.43505747126436783
67,OE-LFP10Ah-80SOC-cell4,0.28965517241379307
68,OE-LFP10Ah-100SOC-cell1,0.3632183908045976
69,OE-LFP10Ah-100SOC-cell12,0.4301724137931035
70,OE-10AHr-NMC-40SOC-Cell4,0.3827586206896552
71,OE-10Ahr-NMC-0SOC-cell2,0.35114942528735626
72,LFP10Ah-60SOC-Cell17,0.378735632183908
73,OE-LFP10Ah-80SOC-cell13,0.26695402298850573
74,2000mAh1-60S0C,0.2959770114942529
75,2000mAh1-80S0C,0.3971264367816092
76,2000mAh1-100S0C,0.33189655172413796
77,2000mAh2-60S0C,0.40545977011494244
78,2000mAh2-80S0C,0.4117816091954023
79,2000mAh2-100S0C,0.3112068965517241
80,OE-NMC10Ah-20SOC,0.3876436781609195
81,OE-NMC10Ah-20SOC-cell2,0.4172413793103448
82,Soteria-Control-5030mAh-10SOC,0.38448275862068965
83,Soteria-control-10SOC-cell1,0.27528735632183904
84,OE-LCO-6490mAh-60SOC,0.32471264367816094
85,OE-LCO-6270mAh-40SOC,0.4066091954022989
86,OE-LCO-6500mAh-40SOC,0.32586206896551734
87,Soteria-Control-50SOC,0.3045977011494253
88,OE-10Ahr-NMC-40SOC-cell1,0.2979885057471264
