,dataset,30_100
0,1500mAh1-100S0C,0.4422535211267606
1,1500mAh1-20S0C,0.31784037558685446
2,1500mAh1-40S0C,0.24225352112676063
3,1500mAh1-60S0C,0.3901408450704225
4,1500mAh1-80S0C,0.3558685446009389
5,1500mAh2-100S0C,0.46150234741784046
6,1500mAh2-20S0C,0.284037558685446
7,1500mAh2-40S0C,0.4413145539906103
8,1500mAh2-60S0C,0.331924882629108
9,1500mAh2-80S0C,0.33943661971830985
10,1500mAh3-100S0C,0.4427230046948356
11,1500mAh3-20S0C,0.45305164319248836
12,1500mAh3-40S0C,0.4136150234741784
13,1500mAh3-60S0C,0.34178403755868536
14,1500mAh3-80S0C,0.46760563380281683
15,2000mAh1-100S0C,0.3812206572769953
16,2000mAh1-20S0C,0.4295774647887323
17,2000mAh1-40S0C,0.4037558685446008
18,2000mAh1-60S0C,0.39483568075117376
19,2000mAh1-80S0C,0.4098591549295775
20,2000mAh2-100S0C,0.44882629107981215
21,2000mAh2-20S0C,0.3845070422535211
22,2000mAh2-40S0C,0.43661971830985913
23,2000mAh2-60S0C,0.34694835680751185
24,2000mAh2-80S0C,0.4835680751173709
25,500mAh1-100S0C,0.5009389671361502
26,500mAh1-20S0C,0.18075117370892022
27,500mAh1-40S0C,0.3281690140845071
28,500mAh1-60S0C,0.39953051643192494
29,500mAh1-80S0C,0.36666666666666664
30,500mAh2-100S0C,0.403755868544601
31,500mAh2-20S0C,0.43615023474178405
32,500mAh2-40S0C,0.4248826291079813
33,500mAh2-60S0C,0.24600938967136152
34,500mAh2-80S0C,0.3070422535211268
35,500mAh3-100S0C,0.37605633802816896
36,500mAh3-20S0C,0.44037558685446015
37,500mAh3-40S0C,0.471830985915493
38,500mAh3-60S0C,0.3737089201877934
39,500mAh3-80S0C,0.44976525821596247
